B,43,15597,15669
B,1,15666,15680
B,63,15485,15682
B,43,15659,15701
B,63,15496,15714
B,90,15705,15717
B,43,15647,15733
B,39,15721,15735
B,63,15551,15746
B,43,15707,15765
B,93,15767,15773
B,63,15728,15778
B,39,15790,15796
B,43,15759,15797
B,63,15665,15810
B,43,15716,15829
B,36,15826,15836
B,52,15824,15836
B,2,15826,15840
B,63,15811,15842
B,43,15789,15861
B,2,15863,15872
B,63,15346,15874
B,37,15869,15883
B,43,15737,15893
B,63,15272,15906
B,37,15877,15915
B,43,15786,15925
B,57,15919,15927
B,46,15919,15929
B,1,15916,15930
B,3,15919,15931
B,63,15516,15938
B,38,15929,15944
B,43,15701,15957
B,63,15694,15970
B,43,15929,15989
B,63,15837,16002
B,38,15988,16004
B,39,16000,16006
B,43,15896,16021
B,63,15598,16034
B,43,15943,16053
B,63,15904,16066
B,54,16065,16075
B,75,16068,16078
B,43,15995,16085
B,63,14882,16098
B,2,16098,16104
B,43,15787,16117
B,90,16106,16118
B,63,16106,16130
B,36,16122,16136
B,43,16036,16149
B,3,16138,16150
B,63,15642,16162
B,43,15888,16181
B,63,16155,16194
B,95,16197,16207
B,43,16156,16213
B,63,15903,16226
B,89,16215,16241
B,43,16191,16245
B,63,16219,16258
B,36,16257,16271
B,1,16269,16275
B,43,15987,16277
B,63,16019,16290
B,2,16271,16305
B,86,16297,16307
B,43,16252,16309
B,63,15520,16322
B,1,16297,16339
B,43,16295,16341
B,63,16316,16354
B,43,16353,16373
B,63,15736,16386
B,43,16338,16405
B,63,16362,16418
B,0,16417,16431
B,43,16373,16437
B,95,16432,16442
B,63,16139,16450
B,2,16438,16459
B,43,16392,16469
B,39,16467,16477
B,63,16027,16482
B,2,16467,16491
B,43,16368,16501
B,3,16487,16501
B,63,16211,16514
B,43,16303,16533
B,94,16529,16537
B,63,15639,16546
B,0,16548,16558
B,43,16549,16565
B,63,16496,16578
B,87,16581,16589
B,0,16550,16590
B,43,16389,16597
B,63,16274,16610
B,43,16603,16629
B,38,16558,16629
B,0,16613,16631
B,63,16526,16642
B,43,16588,16661
B,63,16315,16674
B,44,16666,16680
B,43,16562,16693
B,63,16588,16706
B,39,16707,16717
B,43,16547,16725
B,63,16389,16738
B,43,16590,16757
B,63,15851,16770
B,0,16766,16772
B,37,16774,16784
B,43,16659,16789
B,3,16781,16795
B,63,16064,16802
B,43,16794,16821
B,3,16800,16827
B,63,15932,16834
B,22,16839,16847
B,43,16845,16853
B,2,16845,16860
B,63,16420,16866
B,39,16868,16882
B,43,16759,16885
B,38,16876,16886
B,63,16556,16898
B,75,16906,16916
B,43,16884,16917
B,39,16915,16925
B,63,16602,16930
B,43,16941,16949
B,36,16946,16960
B,22,16952,16960
B,63,16800,16962
B,73,16968,16974
B,43,16884,16981
B,63,16148,16994
B,39,16876,16995
B,43,16911,17013
B,63,16859,17026
B,43,16973,17045
B,63,16155,17058
B,39,17049,17059
B,0,17032,17073
B,43,17048,17077
B,63,17021,17090
B,43,16980,17109
B,63,15934,17122
B,51,17093,17125
B,23,17119,17129
B,43,17008,17141
B,82,17137,17147
B,63,16358,17154
B,43,17129,17173
B,63,16541,17186
B,0,17180,17190
B,37,17186,17196
B,87,17196,17204
B,43,17092,17205
B,63,16879,17218
B,43,17071,17237
B,63,16852,17250
B,43,17242,17269
B,2,17263,17273
B,38,17267,17282
B,63,17182,17282
B,80,17294,17300
B,37,17295,17301
B,43,17031,17301
B,63,17223,17314
B,39,17271,17318
B,43,17141,17333
B,63,17223,17346
B,39,17354,17360
B,43,17045,17365
B,63,17324,17378
B,73,17378,17384
B,43,17229,17397
B,37,17393,17399
B,63,17170,17410
B,90,17401,17413
B,16,17374,17417
B,36,17416,17428
B,43,17282,17429
B,73,17424,17430
B,37,17408,17431
B,63,17223,17442
B,95,17438,17448
B,3,17454,17460
B,43,17293,17461
B,37,17446,17463
B,63,17276,17474
B,43,17456,17493
B,38,17484,17498
B,46,17491,17501
B,63,17348,17506
B,43,17324,17525
B,63,17398,17538
B,43,17418,17557
B,63,17481,17570
B,43,17185,17589
B,1,17584,17598
B,63,17555,17602
B,72,17607,17613
B,43,17397,17621
B,0,17620,17626
B,63,17564,17634
B,36,17623,17637
B,1,17633,17639
B,53,17544,17641
B,3,17637,17647
B,43,17296,17653
B,90,17651,17663
B,63,17377,17666
B,1,17651,17671
B,22,17668,17676
B,43,17598,17685
B,63,17636,17698
B,3,17689,17699
B,2,17659,17701
B,43,17676,17717
B,38,17710,17720
B,63,17701,17730
B,3,17695,17731
B,43,17682,17749
B,38,17741,17755
B,63,17560,17762
B,43,17643,17781
B,39,17769,17783
B,38,17772,17787
B,63,17686,17794
B,0,17795,17801
B,43,17510,17813
B,38,17781,17819
B,37,17814,17820
B,63,17751,17826
B,0,17791,17833
B,43,17774,17845
B,2,17842,17848
B,63,17847,17858
B,38,17862,17876
B,43,17375,17877
B,89,17873,17885
B,43,17769,17909
B,63,17905,17917
B,93,17931,17937
B,43,17776,17941
B,63,17943,17951
B,93,17952,17969
B,43,17580,17973
B,50,17979,17987
B,43,17795,18005
B,80,18022,18028
B,63,18022,18034
B,43,17939,18037
B,74,18045,18053
B,3,18055,18065
B,63,18031,18066
B,43,17855,18069
B,1,18060,18070
B,15,18059,18073
B,87,18089,18097
B,63,18041,18098
B,43,17451,18101
B,37,18100,18110
B,1,18106,18120
B,63,18086,18130
B,43,17991,18133
B,1,18140,18152
B,63,18138,18162
B,43,18043,18165
B,43,18143,18197
B,63,18196,18208
B,88,18199,18209
B,43,18057,18229
B,63,18235,18240
B,43,18014,18261
B,63,18244,18272
B,75,18276,18286
B,10,18274,18286
B,22,18281,18289
B,43,18104,18293
B,63,18287,18304
B,2,18308,18318
B,43,18293,18325
B,38,18317,18327
B,15,18321,18333
B,63,18319,18336
B,43,18002,18357
B,63,18318,18368
B,1,18377,18387
B,43,18228,18389
B,63,18384,18400
B,43,18306,18421
B,63,18406,18432
B,43,18316,18453
B,1,18440,18454
B,90,18457,18469
B,37,18476,18482
B,2,18438,18484
B,43,18393,18485
B,0,18451,18488
B,43,18390,18517
B,72,18521,18527
B,63,18517,18533
B,36,18525,18535
B,1,18539,18545
B,43,18464,18549
B,37,18522,18551
B,63,18522,18565
B,43,18166,18581
B,63,18573,18597
B,74,18603,18611
B,43,18191,18613
B,75,18611,18619
B,63,18619,18629
B,43,18386,18645
B,54,18641,18651
B,63,18567,18661
B,43,18444,18677
B,63,18668,18693
B,43,18264,18709
B,63,18689,18725
B,43,18697,18741
B,63,18734,18757
B,43,18662,18773
B,63,18721,18789
B,43,18606,18805
B,8,18795,18811
B,63,18766,18821
B,43,18768,18837
B,37,18836,18846
B,15,18836,18848
B,63,18787,18853
B,43,18699,18869
B,37,18848,18878
B,93,18872,18878
B,63,18799,18885
B,43,18868,18901
B,63,18908,18917
B,43,18792,18933
B,82,18927,18935
B,89,18936,18948
B,63,18879,18949
B,80,18957,18963
B,43,18767,18965
B,45,18960,18972
B,63,18914,18981
B,80,18960,18995
B,43,18717,18997
B,63,18967,19013
B,45,19007,19019
B,38,19015,19025
B,43,18952,19029
B,63,18991,19045
B,39,19036,19046
B,36,19045,19057
B,38,19035,19057
B,43,19045,19061
B,1,19061,19071
B,63,18876,19077
B,81,19078,19086
B,38,19061,19089
B,43,18710,19093
B,63,18946,19109
B,43,18832,19125
B,63,18916,19141
B,38,19150,19156
B,36,18728,19157
B,43,18972,19157
B,63,18979,19173
B,88,19172,19182
B,36,19002,19189
B,43,18715,19189
B,63,18975,19205
B,43,19018,19221
B,0,19208,19222
B,2,19208,19222
B,63,19054,19237
B,43,19208,19253
B,63,19142,19269
B,43,19205,19285
B,63,19153,19301
B,43,18776,19317
B,63,19004,19333
B,43,19264,19349
B,2,19344,19358
B,63,19135,19365
B,43,19101,19381
B,2,19378,19390
B,37,19383,19393
B,63,19073,19397
B,43,19388,19413
B,2,19384,19422
B,63,19386,19429
B,43,19143,19445
B,2,19413,19454
B,37,19423,19460
B,63,19440,19461
B,0,19454,19468
B,43,19352,19477
B,63,19437,19493
B,43,19392,19509
B,74,19513,19521
B,63,19510,19525
B,43,19173,19541
B,2,19540,19550
B,63,19510,19557
B,90,19550,19562
B,43,19408,19573
B,75,19565,19575
B,0,19567,19581
B,63,19577,19589
B,43,19120,19605
B,63,19619,19631
B,43,19423,19637
B,0,19636,19646
B,72,19645,19653
B,43,19342,19669
B,37,19675,19689
B,81,19686,19694
B,43,19364,19701
B,63,19694,19702
B,0,19699,19709
B,43,19469,19733
B,63,19716,19734
B,15,19729,19741
B,43,19265,19765
B,38,19554,19765
B,63,19709,19766
B,43,19764,19797
B,63,19774,19798
B,38,19795,19811
B,0,19809,19819
B,43,19557,19829
B,63,19811,19830
B,58,19821,19831
B,38,19829,19843
B,43,19508,19861
B,87,19854,19862
B,63,19739,19862
B,43,19480,19893
B,63,19809,19894
B,1,19891,19897
B,43,19390,19925
B,63,19791,19926
B,43,19608,19957
B,63,19857,19958
B,36,19940,19961
B,39,19949,19963
B,37,19970,19984
B,43,19289,19989
B,63,19818,19990
B,36,19997,20017
B,39,20006,20020
B,43,19678,20021
B,63,19931,20022
B,8,20010,20026
B,3,20028,20038
B,43,19489,20053
B,63,20012,20054
B,43,19727,20085
B,63,19959,20086
B,87,20081,20089
B,39,20076,20090
B,43,19866,20117
B,38,20066,20117
B,63,20024,20118
B,43,19396,20149
B,63,19912,20150
B,43,19693,20181
B,63,19993,20182
B,45,20174,20186
B,87,20201,20209
B,43,19959,20213
B,63,20098,20214
B,10,20187,20218
B,2,20229,20235
B,38,20233,20243
B,43,19877,20245
B,43,19899,20277
B,63,20263,20281
B,43,20044,20309
B,63,20286,20313
B,0,20308,20322
B,39,20293,20334
B,43,19836,20341
B,63,20271,20345
B,45,20346,20358
B,43,19861,20373
B,63,20282,20377
B,1,20394,20404
B,43,20222,20405
B,63,20381,20409
B,4,20390,20424
B,2,20409,20434
B,43,20288,20437
B,63,20401,20441
B,16,20439,20453
B,38,20458,20468
B,36,20383,20469
B,43,20228,20469
B,63,20413,20473
B,43,20229,20501
B,36,20384,20505
B,63,20352,20505
B,90,20498,20510
B,86,20267,20532
B,43,20420,20533
B,38,20260,20533
B,63,20460,20537
B,2,20524,20538
B,1,20530,20544
B,44,20360,20562
B,43,20252,20565
B,63,20550,20569
B,1,20549,20576
B,39,20565,20579
B,43,20052,20597
B,63,20565,20601
B,79,20611,20615
B,7,20607,20625
B,43,20481,20629
B,63,20586,20633
B,43,20357,20661
B,22,20663,20671
B,63,20664,20676
B,43,20072,20693
B,0,20687,20697
B,63,20684,20708
B,43,20585,20725
B,75,20723,20733
B,43,20126,20757
B,63,20509,20765
B,43,20776,20789
B,51,20476,20791
B,2,20789,20795
B,1,20785,20799
B,43,20413,20821
B,2,20801,20827
B,38,20816,20830
B,63,20831,20839
B,0,20846,20852
B,43,20780,20853
B,63,20855,20871
B,44,20862,20876
B,43,20556,20885
B,73,20889,20895
B,63,20853,20903
B,36,20834,20917
B,43,20714,20917
B,63,20892,20935
B,43,20847,20949
B,63,20868,20967
B,43,20793,20981
B,38,20975,20985
B,63,20974,20999
B,43,20907,21013
B,36,21019,21039
B,63,21031,21043
B,43,20164,21045
B,38,21058,21064
B,39,21058,21068
B,63,21042,21075
B,43,20468,21077
B,63,21082,21107
B,43,20768,21109
B,87,21118,21126
B,63,21135,21139
B,43,21023,21141
B,74,21164,21172
B,43,20944,21173
B,17,21170,21186
B,3,21187,21193
B,63,21186,21194
B,43,20844,21205
B,36,21198,21212
B,63,21153,21226
B,2,21217,21231
B,43,21166,21237
B,80,21248,21254
B,63,20984,21258
B,8,21243,21259
B,43,21044,21269
B,1,21276,21282
B,63,21237,21290
B,2,21280,21294
B,43,21269,21301
B,63,21124,21322
B,2,21311,21326
B,17,21311,21327
B,37,21324,21330
B,43,21291,21333
B,38,21327,21341
B,63,21314,21354
B,74,21355,21363
B,43,20890,21365
B,63,21372,21386
B,43,21294,21397
B,38,21385,21401
B,3,21397,21403
B,1,21398,21408
B,15,21405,21417
B,63,21375,21418
B,43,21176,21429
B,1,21411,21440
B,63,21382,21450
B,43,21385,21461
B,37,21404,21462
B,63,21449,21482
B,43,21361,21493
B,74,21477,21498
B,63,21505,21514
B,3,21501,21515
B,43,21504,21525
B,37,21516,21526
B,50,21524,21532
B,0,21524,21534
B,38,21527,21537
B,86,21503,21542
B,63,21490,21546
B,43,21478,21557
B,1,21549,21563
B,63,21508,21578
B,43,21563,21589
B,10,21595,21607
B,63,21518,21610
B,43,21505,21621
B,63,21627,21642
B,1,21636,21646
B,43,21522,21653
B,3,21568,21657
B,37,21650,21672
B,63,21650,21674
B,43,21485,21685
B,63,21659,21706
B,43,21637,21717
B,63,21669,21738
B,43,21630,21749
B,39,21747,21757
B,1,21748,21762
B,63,21771,21779
B,43,21515,21781
B,2,21767,21781
B,3,21769,21783
B,43,21681,21813
B,2,21798,21813
B,75,21803,21813
B,0,21814,21820
B,38,21823,21837
B,43,21623,21845
B,38,21844,21869
B,43,21634,21877
B,63,21869,21877
B,43,21564,21909
B,63,21899,21909
B,1,21909,21915
B,36,21903,21917
B,2,21919,21929
B,43,21812,21941
B,63,21904,21941
B,86,21934,21944
B,36,21937,21949
B,52,21938,21950
B,39,21948,21958
B,38,21953,21959
B,43,21930,21973
B,63,21951,21973
B,36,21948,21981
B,87,21991,21999
B,43,21989,22005
B,63,21996,22005
B,80,22009,22015
B,2,22009,22031
B,36,22024,22034
B,43,21962,22037
B,63,22011,22037
B,43,21650,22069
B,3,22070,22076
B,63,22072,22080
B,43,22001,22101
B,4,22089,22103
B,1,22090,22104
B,63,22097,22112
B,0,22116,22130
B,43,21985,22133
B,1,22096,22136
B,63,22082,22144
B,43,22075,22165
B,39,22153,22167
B,63,22143,22176
B,43,22072,22197
B,63,22192,22208
B,23,22211,22221
B,43,22223,22229
B,63,22191,22240
B,43,22098,22261
B,63,22100,22272
B,43,22124,22293
B,63,22271,22304
B,36,22299,22311
B,43,22241,22325
B,63,22253,22336
B,1,22343,22349
B,36,22345,22357
B,43,22194,22357
B,63,22222,22368
B,43,22312,22389
B,36,22387,22397
B,63,22197,22400
B,43,22376,22421
B,37,22419,22425
B,2,22416,22430
B,63,22249,22432
B,82,22434,22444
B,43,22386,22453
B,63,22285,22464
B,0,22464,22470
B,3,22466,22472
B,43,22426,22485
B,2,22479,22489
B,63,22387,22496
B,43,22387,22517
B,63,22296,22528
B,1,22521,22531
B,18,22540,22548
B,36,22536,22550
B,79,22550,22554
B,63,22299,22560
B,2,22561,22567
B,63,22502,22592
B,46,22589,22599
B,43,22612,22624
B,63,22583,22624
B,37,22616,22630
B,63,22549,22656
B,43,22655,22671
B,63,22619,22688
B,43,22668,22703
B,63,22450,22720
B,59,22720,22732
B,43,22702,22735
B,1,22734,22750
B,63,22726,22752
B,43,22735,22767
B,50,22752,22775
B,63,22739,22784
B,43,22725,22799
B,63,22679,22816
B,43,22713,22831
B,37,22824,22842
B,0,22832,22846
B,63,22555,22848
B,80,22856,22862
B,43,22822,22863
B,63,22580,22880
B,80,22859,22894
B,43,22823,22895
B,63,22609,22912
B,43,22832,22927
B,2,22932,22942
B,63,22604,22944
B,43,22868,22959
B,52,22951,22963
B,63,22915,22976
B,43,22969,22991
B,75,22984,22994
B,63,22953,23008
B,46,23007,23017
B,43,22974,23023
B,63,22679,23040
B,73,23044,23050
B,43,23045,23057
B,63,23019,23072
